premise	hypothesis	label
Littleton hiriko komunitate-ikuspegia dela eta, kontra egoteko nire bigarren arrazoia zera da, errua gurasoei leporatzen zaiela hein handiegian.	Littleton hiriko komunitate-ikuspegiaren bidez, errua gurasoei leporatzen zaie.	0
Ragtime musikalari buruzko herriaren jakinduriak gorabeherak izaten jarraitzen du.	Ragtime musikalari buruzko herriaren jakinduriak handitzen jarraitzen du.	2
Ragtime musikalari buruzko herriaren jakinduriak gorabeherak izaten jarraitzen du.	Ragtime musikalari buruzko herriaren jakinduria ez da konstantea.	0
Ragtime musikalari buruzko herriaren jakinduriak gorabeherak izaten jarraitzen du.	Heldu gazteek ez dakite ezer Ragtime musikalari buruz.	1
Gehien saldu den bideojokoa Myst dugu, eta Riven, berriz, haren eguneraketa bat. Ohorerik handienak Riven bati eskaini zaizkio; hartan, pertsona bat uharte batean dago, abandonatuta.	Myst bideojoko ospetsu bat da, uharte batean dagoen pertsona bati buruzkoa.	0
Gehien saldu den bideojokoa Myst dugu, eta Riven, berriz, haren eguneraketa bat. Ohorerik handienak Riven bati eskaini zaizkio; hartan, pertsona bat uharte batean dago, abandonatuta.	Zoritxarrez, Myst bideojokoa ez zen inoiz argitaratu.	2
Gehien saldu den bideojokoa Myst dugu, eta Riven, berriz, haren eguneraketa bat. Ohorerik handienak Riven bati eskaini zaizkio; hartan, pertsona bat uharte batean dago, abandonatuta.	Mysten sortzaileek mila milioi dolar baino gehiago irabazi zituzten hura saltzearen truke.	1
Areago, Anti-Defamation League elkarteak eginiko inkestaren arabera, AEBko muturreko antisemita-kopurua txikiagotzen joan da: 1964an, % 29; 1992an, % 20; eta gaur egun, % 12.	Anti-Defamation League elkarteak egindako inkestan, AEBko bost estatutako jendeak parte hartu zuen.	1
Areago, Anti-Defamation League elkarteak eginiko inkestaren arabera, AEBko muturreko antisemita-kopurua txikiagotzen joan da: 1964an, % 29; 1992an, % 20; eta gaur egun, % 12.	Anti-Defamation League elkarteak eginiko inkestaren arabera, pixkanaka handitzen ari da AEBko muturreko antisemita-kopurua.	2
Areago, Anti-Defamation League elkarteak eginiko inkestaren arabera, AEBko muturreko antisemita-kopurua txikiagotzen joan da: 1964an, % 29; 1992an, % 20; eta gaur egun, % 12.	Anti-Defamation League elkarteak eginiko inkestaren arabera, oraindik ere badira muturreko antisemitak AEBn.	0
Sullivan-ek tratu-berdintasunaren mantra darabil, eztabaidak amaitzeko balioko balu bezala.	Sullivanek ez daki ezer tratu-berdintasunari buruz.	2
Sullivan-ek tratu-berdintasunaren mantra darabil, eztabaidak amaitzeko balioko balu bezala.	Sullivanek uste du tratu-berdintasunaren mantrak eztabaida amaitzeko balioko duela.	0
Sullivan-ek tratu-berdintasunaren mantra darabil, eztabaidak amaitzeko balioko balu bezala.	Sullivanek tratu-berdintasunaren mantra erabiltzen du, eztabaida galtzen ari dela ohartu ondoren.	1
Talibanen aginteak ez du izen inik izan paxtunak ez diren komunitateen baitan, ezta hiri handietako herritarren artean ere, bereziki Kabulen, sofistikatuagoak eta liberalagoak baitira.	Herritar liberalak bizi diren hirietako bat da Kabul.	0
Talibanen aginteak ez du izen inik izan paxtunak ez diren komunitateen baitan, ezta hiri handietako herritarren artean ere, bereziki Kabulen, sofistikatuagoak eta liberalagoak baitira.	Hiri handietako herritar liberal gehienak ondo heziak daude.	1
Talibanen aginteak ez du izen inik izan paxtunak ez diren komunitateen baitan, ezta hiri handietako herritarren artean ere, bereziki Kabulen, sofistikatuagoak eta liberalagoak baitira.	Hiri handietako herritar liberalek erabat babesten dute talibanen agintea.	2
Prudence-k aholkuei buruzko gure zutabea egiten zuen, eta, hark erretiroa hartu duenez, haren ilobak hartu du horren gaineko ardura; hura ere Prudence deitzen da.	Prudencek zutabea ilobari emateko gomendatu zigun.	1
Prudence-k aholkuei buruzko gure zutabea egiten zuen, eta, hark erretiroa hartu duenez, haren ilobak hartu du horren gaineko ardura; hura ere Prudence deitzen da.	Prudencek aholkuei buruzko gure zutabea egiten jarraituko du hurrengo hamar urteetan.	2
Prudence-k aholkuei buruzko gure zutabea egiten zuen, eta, hark erretiroa hartu duenez, haren ilobak hartu du horren gaineko ardura; hura ere Prudence deitzen da.	Norbait arduratuko da Prudencek utzitako zutabeaz.	0
Newsweek aldizkariaren arabera, turistak eta jende ospetsua Patagoniara joaten ari dira talde handitan. Garai batean, ihes egindako nazientzako babesleku izan zen.	Hotel berriak eraiki dira Patagonian, turistei ostatu emateko.	1
Newsweek aldizkariaren arabera, turistak eta jende ospetsua Patagoniara joaten ari dira talde handitan. Garai batean, ihes egindako nazientzako babesleku izan zen.	Newsweeken arabera, Patagonia atrakzio turistiko ezaguna da orain.	0
Newsweek aldizkariaren arabera, turistak eta jende ospetsua Patagoniara joaten ari dira talde handitan. Garai batean, ihes egindako nazientzako babesleku izan zen.	Newsweekn arabera, Patagonia ur azpian geratu da gerraz geroztik, eta inor ez da hara inoiz joaten.	2
Ikasleei tiro egiten diete, ezta?	Armak dituzte, eta ikasleen aurka erabiltzen dituzte.	0
Ikasleei tiro egiten diete, ezta?	Legez kanpoko eta erregistratu gabeko eraso-fusilak dituzte, ezta?	1
Ikasleei tiro egiten diete, ezta?	Ikasleentzako pastel txikiak egiten dituzte, ezta?	2
Newsweek aldizkarian erakutsi dute borrokaren industria noraino heltzeko prest dagoen, zaleen interesari eusteko.	Newsweeken erakutsi dute legez kanpoko zer ekintza egiten dituzten borrokaren aldekoek, zaleen interesari eusteko.	1
Newsweek aldizkarian erakutsi dute borrokaren industria noraino heltzeko prest dagoen, zaleen interesari eusteko.	Borrokaren industria agerian utzi zuten Newsweeken, zaleekiko konpromisoari dagokionez.	0
Newsweek aldizkarian erakutsi dute borrokaren industria noraino heltzeko prest dagoen, zaleen interesari eusteko.	Time aldizkarian erakutsi dute nolako bortizkeriaz diharduten borrokaren aldekoek, jendearentzat ikusgai ez dauden pailazokerietan.	2
Demokratizazioak ere ez du aldatzen nazioarteko geografiaren azpiko errealitatea.	Demokratizazioak gutxi egin dezake nazioarteko geografiaren errealitatea aldatzeko.	0
Demokratizazioak ere ez du aldatzen nazioarteko geografiaren azpiko errealitatea.	Demokratizazioak zeregin garrantzitsua du nazioarteko geografiaren errealitatea aldatzen.	2
Demokratizazioak ere ez du aldatzen nazioarteko geografiaren azpiko errealitatea.	Edonor jabetu daiteke nazioarteko geografiaren errealitatea zurruna dela.	1
Latza da Finkelstein-i buruzko zaratak harekin idazten diharduen Birn ito izana.	Birnek Finkelsteinekin lan egin du zutabea abian jarri zenetik aurrera.	1
Latza da Finkelstein-i buruzko zaratak harekin idazten diharduen Birn ito izana.	Birn arreta guztia jasotzen ari da, Finkelsteini buruzko albisteak atera zirenetik aurrera.	2
Latza da Finkelstein-i buruzko zaratak harekin idazten diharduen Birn ito izana.	Finkelsteini buruzko zarata handia sortu da, eta txiki-txikia haren idazle-kideari buruz.	0
Erantzunaren zati bat soziologikoa da, nik uste.	Uste dut erantzuna soziologikoa eta fisiologikoa dela hein berean.	1
Erantzunaren zati bat soziologikoa da, nik uste.	Soziologia erantzunaren alderdi bat da.	0
Erantzunaren zati bat soziologikoa da, nik uste.	Auzi honen oinarria psikologikoa baino ez da.	2
Kale itsua. Eztabaidaren zati handi bat abortuarekin zerikusia duten gaiei buruzkoa da.	Abortuari buruzko eztabaida gai handi bat da.	0
Kale itsua. Eztabaidaren zati handi bat abortuarekin zerikusia duten gaiei buruzkoa da.	Estatuko ordezkariak abortuaren gaia aztertzen ari dira.	1
Kale itsua. Eztabaidaren zati handi bat abortuarekin zerikusia duten gaiei buruzkoa da.	Eztabaida horrek ez du abortuarekin zerikusirik.	2
Beraz, U-Haul-era deitu nuen alokairu-politikei buruz galdetzeko.	Budget-era deitu nuen alokairu-politikei buruz galdetzeko.	2
Beraz, U-Haul-era deitu nuen alokairu-politikei buruz galdetzeko.	U-Haulera deitu nuen, bigarren gidariei buruzko politikaren gaineko informazioa lortzeko.	1
Beraz, U-Haul-era deitu nuen alokairu-politikei buruz galdetzeko.	U-Haulekin harremanetan jarri nintzen, alokairu-akordioak direla eta.	0
Kezkatzeko benetako arrazoia da osasunerako erakundeek epe luzean huts egin dezaketela kostuak kontrolatzen.	Edonor ohartzen da osasunerako erakundeak kostuak kontrolatzeko gauza izango direla epe luzean.	2
Kezkatzeko benetako arrazoia da osasunerako erakundeek epe luzean huts egin dezaketela kostuak kontrolatzen.	Osasunerako erakundeak kostuak kontrolatzeko gauza dira erabat, epe laburrean.	1
Kezkatzeko benetako arrazoia da osasunerako erakundeek epe luzean huts egin dezaketela kostuak kontrolatzen.	Baliteke osasunerako erakundeak, epe luzean, kostuak kontrolatzeko gauza ez izatea.	0
Azaleko istorioan eztabaidatzen da NATOren helburuak zein izan behar duen, Kosovo banatzea edo protektoratu gisa kudeatzea.	NATOk uste du Kosovo are eremu txikiagotan banatu beharko luketela.	1
Azaleko istorioan eztabaidatzen da NATOren helburuak zein izan behar duen, Kosovo banatzea edo protektoratu gisa kudeatzea.	Istorio nagusian, NATOren azken helburua jorratzen da, Kosovoren subiranotasuna dela eta.	0
Azaleko istorioan eztabaidatzen da NATOren helburuak zein izan behar duen, Kosovo banatzea edo protektoratu gisa kudeatzea.	Iritzi-artikulu laburrean, Mazedonia babesteko NATOren helburua berresten da.	2
Ezin duzu erantzun merkeagorik aurkitu.	Zaila izango da irtenbide eskuragarriagorik aurkitzea.	0
Ezin duzu erantzun merkeagorik aurkitu.	Prezio merkeagoak eskeintzen dituzten erantzunak ia nonahi daude.	2
Ezin duzu erantzun merkeagorik aurkitu.	Ezin da aurkitu liburuaren erantzun merkeagorik.	1
Hala ere, Pokemonen heriotza saihestezina izanik, haren tokia hartuko duena sortzeko eta horrekin dirua egiteko aukera daukagu.	Pokemon hiltzen denean, Digimonek hartuko du bere lekua eta dirua egiteko aukera emango du.	1
Hala ere, Pokemonen heriotza saihestezina izanik, haren tokia hartuko duena sortzeko eta horrekin dirua egiteko aukera daukagu.	Pokemon bizirik eta osorik dago, eta ez dirudi laster tokia utziko duenik beste produktu batzuekin dirua irabazteko.	2
Hala ere, Pokemonen heriotza saihestezina izanik, haren tokia hartuko duena sortzeko eta horrekin dirua egiteko aukera daukagu.	Pokemon hiltzen ari den honetan, bistan da haren tokia hartuko duen produktuari etekina atera ahalko zaiola.	0
Une oro jakinik ezen, ahots urratu eta berezi hori behin entzunda, aurrerantzean beti ezagutuko dudala.	Ez dakit zeinen ahotsa den.	2
Une oro jakinik ezen, ahots urratu eta berezi hori behin entzunda, aurrerantzean beti ezagutuko dudala.	Ahots hori ezagutzen dut.	0
Une oro jakinik ezen, ahots urratu eta berezi hori behin entzunda, aurrerantzean beti ezagutuko dudala.	Ahots hori ezagutzen dut, amarena delako.	1
Zer iruditzen plan hibrido bat? Erabiltzaile handienentzat, harpidetzak, eta gainerakoentzat, mikroordainketak.	Inork ez luke ordaindu behar hori erabiltzeagatik.	2
Zer iruditzen plan hibrido bat? Erabiltzaile handienentzat, harpidetzak, eta gainerakoentzat, mikroordainketak.	Erabiltzaile handienei kobratu beharko litzaieke gehien.	1
Zer iruditzen plan hibrido bat? Erabiltzaile handienentzat, harpidetzak, eta gainerakoentzat, mikroordainketak.	Erabiltzaileentzako ordainketa-planak bideratzeko aukera aztertzen ari dira.	0
Pamela Harriman AEBko enbaxadore izan zen Frantzian, eta Alderdi Demokratikoaren finantzatzaile ospetsua. XX. mendeko gizon handien emazte eta maitale izana, burmuineko odoljario baten ondorioz hil zen, 76 urte zituelarik.	Harriman askotan ezkondu da.	0
Pamela Harriman AEBko enbaxadore izan zen Frantzian, eta Alderdi Demokratikoaren finantzatzaile ospetsua. XX. mendeko gizon handien emazte eta maitale izana, burmuineko odoljario baten ondorioz hil zen, 76 urte zituelarik.	Harriman gizon bat zen, AEBko enbaxadorea zTxinan.	2
Pamela Harriman AEBko enbaxadore izan zen Frantzian, eta Alderdi Demokratikoaren finantzatzaile ospetsua. XX. mendeko gizon handien emazte eta maitale izana, burmuineko odoljario baten ondorioz hil zen, 76 urte zituelarik.	Harriman zortzi aldiz ezkondu zen.	1
Aitzitik, gobernu batek dirua eskatzea ez da hertsadura, eta ezin da inondik inora konparatu Txinan gertatzen denarekin.	Gobernuak 10.000 ere eman ditzake, hura eroskeria izan gabe.	1
Aitzitik, gobernu batek dirua eskatzea ez da hertsadura, eta ezin da inondik inora konparatu Txinan gertatzen denarekin.	Gobernuak dirua eskain dezake, eroskeriatzat hartu gabe.	0
Aitzitik, gobernu batek dirua eskatzea ez da hertsadura, eta ezin da inondik inora konparatu Txinan gertatzen denarekin.	Gobernuak edozein diru-kopuru ematen badu, jendea erosten ari da, argi eta garbi.	2
Softwareari dagokionez, agentziak erakunde independente eta fidagarria moduan lan egiten du, softwarearen ustezko jatorria egiaztatzen.	Agentziari ez zaio axola softwarea nondik datorren.	2
Softwareari dagokionez, agentziak erakunde independente eta fidagarria moduan lan egiten du, softwarearen ustezko jatorria egiaztatzen.	Agentziak zeregin horretarako software espezializatua du.	1
Softwareari dagokionez, agentziak erakunde independente eta fidagarria moduan lan egiten du, softwarearen ustezko jatorria egiaztatzen.	Agentziak erakunde independente gisa funtzionatzen du.	0
Administrazioak elikagai-kupoei buruz adierazten dituen argudioak, jakina, aise adieraz daitezke oinarrizko ongizateari buruz ere (beharra duten familientzako aldi baterako laguntza).	Administrazioak ez du ezer aipatu elikagai-kupoiei edo ongizateari buruz.	2
Administrazioak elikagai-kupoei buruz adierazten dituen argudioak, jakina, aise adieraz daitezke oinarrizko ongizateari buruz ere (beharra duten familientzako aldi baterako laguntza).	Administrazioak elikagai-kupoein programari heldu dio.	0
Administrazioak elikagai-kupoei buruz adierazten dituen argudioak, jakina, aise adieraz daitezke oinarrizko ongizateari buruz ere (beharra duten familientzako aldi baterako laguntza).	Administrazioak esaten du elikagai-kupoiez neurriz kanpo baliatzen direla maiz.	1
Babesteko giltzaren bila (barkatu hitz-joko txarragatik).	Ez dut ikusten ezer dibertigarria zegoenik esan berri dudan horretan.	2
Babesteko giltzaren bila (barkatu hitz-joko txarragatik).	Hitz-joko txarrak egitea gustatzen zait.	0
Babesteko giltzaren bila (barkatu hitz-joko txarragatik).	Hitz-joko bat jarriko dut nire liburuaren izenburuan.	1
Zenbat irakurle ditu Slate-k?	Slatek ez du irakurlerik, telebista-programa bat da eta.	2
Zenbat irakurle ditu Slate-k?	Slatek mila milioi irakurle ditu, ezta?	1
Zenbat irakurle ditu Slate-k?	Hizlariak galdetzen du zenbat lagunek irakurtzen duten Slate.	0
Josef Korbel Letohrad hirian hazi zen, eta bertako alkateak esan du hiru gutun bidali dizkiola Albrighti azken urteotan.	Korbelek ez du inoiz alkaterik izan.	2
Josef Korbel Letohrad hirian hazi zen, eta bertako alkateak esan du hiru gutun bidali dizkiola Albrighti azken urteotan.	Korbel izan zen Letohradeko buru.	0
Josef Korbel Letohrad hirian hazi zen, eta bertako alkateak esan du hiru gutun bidali dizkiola Albrighti azken urteotan.	Korbel izan zen Letohradeko 5.000 herritarren buru.	1
Dalloway andreari laudorioak egiten dizkiote oraindik ere, baina iritzi kritikoagoak ere sortzen dira.	Dalloway andreari egiten zaizkion laudorioez gain, kritika ere badago.	0
Dalloway andreari laudorioak egiten dizkiote oraindik ere, baina iritzi kritikoagoak ere sortzen dira.	Hainbat ikaslek Dalloway andreari laudiorioak egiten dizkiote, eta are gehiagok kritikatu egiten dute.	1
Dalloway andreari laudorioak egiten dizkiote oraindik ere, baina iritzi kritikoagoak ere sortzen dira.	Ez dago ez laudoriorik ez kritikarik Dalloway andreari buruz.	2
Dolar bat noiz ez da dolar bat?	Dolar batek ez du inoiz dolar bakar bat balio.	2
Dolar bat noiz ez da dolar bat?	Dolar batek denbora guztian balio du zerbait.	0
Dolar bat noiz ez da dolar bat?	Batzuetan, dirua ohi baino baliotsuagoa da; gerra-garaian, adibidez.	1
Unibertsitateko lehen urteko ikasle batzuek (MITeko Seth Bisen-Hersh, Yaleko Ben Trachtenberg) bi campus horien errealitatea eguneroko batean aztertzea oso erakargarria da; arazoa, ordea, hori gauzatzea izango da.	Lehen urteko ikasleentzat erraza da campusari buruzko xehetasun ugari ematea.	2
Unibertsitateko lehen urteko ikasle batzuek (MITeko Seth Bisen-Hersh, Yaleko Ben Trachtenberg) bi campus horien errealitatea eguneroko batean aztertzea oso erakargarria da; arazoa, ordea, hori gauzatzea izango da.	Lehen urteko ikasleentzat zaila da eguneroko bat idaztea.	0
Unibertsitateko lehen urteko ikasle batzuek (MITeko Seth Bisen-Hersh, Yaleko Ben Trachtenberg) bi campus horien errealitatea eguneroko batean aztertzea oso erakargarria da; arazoa, ordea, hori gauzatzea izango da.	Unibertsitateko ikasleentzat zaila da ongi ezagutzen ez duten campus bati buruz idaztea.	1
Erregulazio Federalekin bat etorriz, FAAko, XXXX airelineako eta beste airelinea batzuetako langileek ezin dutela programa honi buruzko informazioa partekatu jendearekin.	FAAk nahi duena esan dezake.	2
Erregulazio Federalekin bat etorriz, FAAko, XXXX airelineako eta beste airelinea batzuetako langileek ezin dutela programa honi buruzko informazioa partekatu jendearekin.	FAAk ezin du langileei buruzko informazioa eztabaidatu.	1
Erregulazio Federalekin bat etorriz, FAAko, XXXX airelineako eta beste airelinea batzuetako langileek ezin dutela programa honi buruzko informazioa partekatu jendearekin.	FAAk ezin du partekatu egiten ari direnari buruzko informazio jakin bat.	0
Tira, susmoa dut Madril eta Atlantako herritarrek modernitatea nahiago dutela, nahiz eta tradizioa neurri batean galtzea sentitzen duten.	Nahiko ziur nago mundu modernora eramango dituen edozeren kontra daudela herritarrak.	2
Tira, susmoa dut Madril eta Atlantako herritarrek modernitatea nahiago dutela, nahiz eta tradizioa neurri batean galtzea sentitzen duten.	Madril eta Atlantako herritarrek beren ohiturak etxean praktikatzen dituzte, ezkutuan.	1
Tira, susmoa dut Madril eta Atlantako herritarrek modernitatea nahiago dutela, nahiz eta tradizioa neurri batean galtzea sentitzen duten.	Baliteke harra sentitzea ohiturak galtzeagatik, baina aldaketa berriak atsegin ohi dituzte edonola ere.	0
Armey-rekin uzten gaitu horrek.	Armey da geratzen zaigun guztia.	1
Armey-rekin uzten gaitu horrek.	Armey ezin da non aurkitu.	2
Armey-rekin uzten gaitu horrek.	Armey geratzen zaigu.	0
Bolizko dorrean bizi diren libertarioek ere ez lituzkete gai horiek alde batera utziko.	Bolizko dorrean bizi diren libertario guztiek erreakzio emozionala edukiko lukete ideia horiekin.	1
Bolizko dorrean bizi diren libertarioek ere ez lituzkete gai horiek alde batera utziko.	Bolizko dorrean bizi diren libertarioek kontu horien gaineko interesa izango lukete.	0
Bolizko dorrean bizi diren libertarioek ere ez lituzkete gai horiek alde batera utziko.	Kontu horiek ez lukete eragingo bolizko dorrean bizi diren libertarioek bi aldiz pentsatzea haietan.	2
Goi-teknologiako komunitatearen ekarpenak bilatzea da hautagai batzuek goi-teknologiako plataforma bat garatzeko ahalegin handia egin izanaren arrazoietako bat.	Goi-teknologiako hautagaiak dira denak.	2
Goi-teknologiako komunitatearen ekarpenak bilatzea da hautagai batzuek goi-teknologiako plataforma bat garatzeko ahalegin handia egin izanaren arrazoietako bat.	Teknologia-komunitatea hazten ari da.	1
Goi-teknologiako komunitatearen ekarpenak bilatzea da hautagai batzuek goi-teknologiako plataforma bat garatzeko ahalegin handia egin izanaren arrazoietako bat.	Ahalegin handia egin da plataformaren alde teknologikoan.	0
Gure elkarrizketatu oldarkorrenak une bakar batean laneko gorputz osoak iltzatzeko gogo biziz zeuden, eta liburuei kasurik egin ez eta egileengana jo zuten zuzenean.	Jendeak ez zuen erantzun.	2
Gure elkarrizketatu oldarkorrenak une bakar batean laneko gorputz osoak iltzatzeko gogo biziz zeuden, eta liburuei kasurik egin ez eta egileengana jo zuten zuzenean.	Erantzun zutenek ez zuten libururik irakurtzen.	0
Gure elkarrizketatu oldarkorrenak une bakar batean laneko gorputz osoak iltzatzeko gogo biziz zeuden, eta liburuei kasurik egin ez eta egileengana jo zuten zuzenean.	Erantzun zutenek beren autore gogokoenei buruz hitz egin zuten.	1
Medikuaren arabera, gaueko 3 miligramo hartzea gehiegi da.	Gaueko 1 mg dosi hobea da.	1
Medikuaren arabera, gaueko 3 miligramo hartzea gehiegi da.	3 mg gehiegi da gauez hartzeko.	0
Medikuaren arabera, gaueko 3 miligramo hartzea gehiegi da.	Medikuak 10 miligramo errezetatu behar ditu gauean hartzeko.	2
Linuxera aldatuko zara?	Linux sistema eragile hobea da.	1
Linuxera aldatuko zara?	Zure sistema eragilea aldatu eta Linuxera pasatuko zara?	0
Linuxera aldatuko zara?	Linux erabiltzen jarraituko duzu?	2
Kontua ez da, soil-soilik, Bradley etanolaren dirulaguntzaren aurka zegoela lehengo egunera arte.	Bradleyk alkohola edan zuen.	1
Kontua ez da, soil-soilik, Bradley etanolaren dirulaguntzaren aurka zegoela lehengo egunera arte.	Bradley dirulaguntza baten aurka zegoen.	0
Kontua ez da, soil-soilik, Bradley etanolaren dirulaguntzaren aurka zegoela lehengo egunera arte.	Bradley dirulaguntza baten alde zegoen.	2
Gainera, guk dakigula, bizitza behin bakarrik sortu zen hemen, Lurrean.	Lurrean, bizitza behin soilik sortu zen.	0
Gainera, guk dakigula, bizitza behin bakarrik sortu zen hemen, Lurrean.	Baliteke bizitza behin baino gehiagotan sortu izana Lurrean.	1
Gainera, guk dakigula, bizitza behin bakarrik sortu zen hemen, Lurrean.	Lurrean ez zen inoiz bizitza ortu.	2
Gaur galderak zera ekarri dit gogora, Radio City Music Hall-eko Gabonetako desfilea ikusi nuen aldi bakar hori; han, besteak beste, jaiotza bizidun deitzen zioten zerbait zegoen.	12 urte nituen jaiotza biziduna ikustera joan nintzenean.	1
Gaur galderak zera ekarri dit gogora, Radio City Music Hall-eko Gabonetako desfilea ikusi nuen aldi bakar hori; han, besteak beste, jaiotza bizidun deitzen zioten zerbait zegoen.	Gabonetako desfilera joan nintzen jaiotza biziduna ikusteko.	0
Gaur galderak zera ekarri dit gogora, Radio City Music Hall-eko Gabonetako desfilea ikusi nuen aldi bakar hori; han, besteak beste, jaiotza bizidun deitzen zioten zerbait zegoen.	Ez naiz inoiz Radio City Music Hallen egon.	2
Clinton administrazioaren jarrera zera da, Internetek zergarik gabeko eremu federal bat izan beharko lukeela.	Clintonen administrazioak askatasuna babesten du sarean.	0
Clinton administrazioaren jarrera zera da, Internetek zergarik gabeko eremu federal bat izan beharko lukeela.	Clinton administrazioak ez du babesten zergak murriztea.	1
Clinton administrazioaren jarrera zera da, Internetek zergarik gabeko eremu federal bat izan beharko lukeela.	Clinton administrazioak ez du iritzirik Interneten erregularizatzeari buruz.	2
Elikagaiak irradiatzeak segurua, eraginkorra eta merkea dirudi.	Elikagaiak irradiatu beharko genituzke guztiok, arriskutsua baita beste era batera jatea.	1
Elikagaiak irradiatzeak segurua, eraginkorra eta merkea dirudi.	Elikagaiak irradiatzea oso garestia da eta ez hain erabilgarria.	2
Elikagaiak irradiatzeak segurua, eraginkorra eta merkea dirudi.	Elikagaiak irradiatzeak erabilgarria dirudi.	0
Historia naturalaren Smithsonian web-orria (joan beherantz bi edo hiru bider).	Smithsonian web-orria ez dago inola ere digitalizatuta.	2
Historia naturalaren Smithsonian web-orria (joan beherantz bi edo hiru bider).	Smithsonian web-orria Interneten jasota dago.	0
Historia naturalaren Smithsonian web-orria (joan beherantz bi edo hiru bider).	Smithsonian web-orria 2001ean sortu zen.	1
Aste honetan, Washingtonen, zera uste da, lehertzeraino iristen diren idazle gazteek (Glass-ek, adibidez) errukia merezi dutela, sistemak presioa egiten dielako izar bihur daitezen trebatu aurretik ere.	Glass pintorea da.	2
Aste honetan, Washingtonen, zera uste da, lehertzeraino iristen diren idazle gazteek (Glass-ek, adibidez) errukia merezi dutela, sistemak presioa egiten dielako izar bihur daitezen trebatu aurretik ere.	Glassek Times aldizkarirako idazten du.	1
Aste honetan, Washingtonen, zera uste da, lehertzeraino iristen diren idazle gazteek (Glass-ek, adibidez) errukia merezi dutela, sistemak presioa egiten dielako izar bihur daitezen trebatu aurretik ere.	Glass idazlea da.	0
Beste batzuek galderari erantzun zioten, baina Keyes-ek lepo idatzi zuen.	Keyesek ez zion galderari erantzun.	2
Beste batzuek galderari erantzun zioten, baina Keyes-ek lepo idatzi zuen.	Keyesek beste pertsona batzuek baino informazio gehiago eman zuen.	1
Beste batzuek galderari erantzun zioten, baina Keyes-ek lepo idatzi zuen.	Keyesek galderari erantzun luzea eman zion, nahiz eta beste batzuek erantzun zioten lehenago.	0
Zori ona etor dadin kantatu, axola zaizkidanentzat.	Axola zaizkidanek zori ona izatea espero dut.	0
Zori ona etor dadin kantatu, axola zaizkidanentzat.	Beldur naiz pertsona batzuengatik, gaur egungo klima dela eta.	1
Zori ona etor dadin kantatu, axola zaizkidanentzat.	Ez naiz inorengatik beldur.	2
Elkarrizketa-programetako gonbidatuek, gaur egun, galderei ez erantzuteko trebakuntza formala dute maiz, eta 3 urteko haur bat ere aldez aurretik egindako aipamen bat igortzeko gauza da.	3 urteko haurrak elkarrizketa-programetan egoten dira maiz.	1
Elkarrizketa-programetako gonbidatuek, gaur egun, galderei ez erantzuteko trebakuntza formala dute maiz, eta 3 urteko haur bat ere aldez aurretik egindako aipamen bat igortzeko gauza da.	Elkarrizketa-programetako gonbidatuek ez dakite galderei nola ez erantzun.	2
Elkarrizketa-programetako gonbidatuek, gaur egun, galderei ez erantzuteko trebakuntza formala dute maiz, eta 3 urteko haur bat ere aldez aurretik egindako aipamen bat igortzeko gauza da.	Elkarrizketa-programetako gonbidatuek badakite galderei nola ez erantzun.	0
Ezin da gauza bera esan New York Times egunkariari buruz. Kokainaren auziari buruzko editorialean, Times aldizkarian zera gomendatu zioten Bushi, zintzoa izateko eta herriari neurria hartzen uzteko.	Times aldizkarian esan zuten Bushek gezurra esan zuela aurretik.	1
Ezin da gauza bera esan New York Times egunkariari buruz. Kokainaren auziari buruzko editorialean, Times aldizkarian zera gomendatu zioten Bushi, zintzoa izateko eta herriari neurria hartzen uzteko.	Times aldizkarian esan zuten Bushek zintzotasunez jokatu behar zuela.	0
Ezin da gauza bera esan New York Times egunkariari buruz. Kokainaren auziari buruzko editorialean, Times aldizkarian zera gomendatu zioten Bushi, zintzoa izateko eta herriari neurria hartzen uzteko.	Times aldizkarian esan zuten Bushek gezurra esan behar liekeela guztiei.	2
Dohaintzak egiten dituzten gazteen gurasoetako asko aspaldiko aktibista politikoak dira, eta arauak ezagutzen dituzte.	Gurasoek ez dute politikan parte hartzen.	2
Dohaintzak egiten dituzten gazteen gurasoetako asko aspaldiko aktibista politikoak dira, eta arauak ezagutzen dituzte.	Gurasoak aktibista politikoak dira.	0
Dohaintzak egiten dituzten gazteen gurasoetako asko aspaldiko aktibista politikoak dira, eta arauak ezagutzen dituzte.	Gurasoek errepublikanoak babesten dituzte.	1
Steven E. Landsburg-ek alde batera utzi zuen sen ona bere duela gutxiko Tax the Knickers Off Your Grandchildren artikuluan.	Steve E. Landsburgek sen onaz jokatu zuen bere azken artikuluan.	2
Steven E. Landsburg-ek alde batera utzi zuen sen ona bere duela gutxiko Tax the Knickers Off Your Grandchildren artikuluan.	Steven E. Landsburg zentzuduna da, eskuarki.	1
Steven E. Landsburg-ek alde batera utzi zuen sen ona bere duela gutxiko Tax the Knickers Off Your Grandchildren artikuluan.	Steven E. Landsburgek erakutsi zuen sen ona alde batera utzia duela.	0
Neska-lagunekiko konfiantzari buruzko kexaren harira, ordea, emaztearekin luze eta bihotz-zabalik hitz egiteko iradokitzen dizu Prudie-k, eta haren hautuekin aztoraturik zabiltzala nabarmentzeko.	Prudiek dio zuretzat gorde beharko zenukeela.	2
