ann_id	change_type	probintzia	prem_id	premise	hypothesis	label
g5	dialectal	gipuzkoa	prem104	Heteropatriarkatuan kalte-ordaiñak etxetako barrutan daude, ta maitasun erromantikoan eraikitako harreman afektibo-sexualak dia hoien adibide.	Maitasun erromantikoan eraikitako harreman afektibo-sexualek frogatzen dute heteropatriarkatuaren eragina nonahi dela.	0
g5	dialectal	gipuzkoa	prem104	Heteropatriarkatuan kalte-ordaiñak etxetako barrutan daude, ta maitasun erromantikoan eraikitako harreman afektibo-sexualak dia hoien adibide.	Maitasun erromantikoan eraikitako harreman afektibo-sexualak heteropatriarkatuaren aurka borrokatzera ohituta daude.	2
g7	dialectal	gipuzkoa	prem105	Lehenego aldiz liburu bat irakurriet ebooken ta gustau zait esperientzia.	Hau ebook formatuan irakurri dudan liburu bakarra da eta atsegin zen esperientzia. 	0
g7	dialectal	gipuzkoa	prem105	Lehenego aldiz liburu bat irakurriet ebooken ta gustau zait esperientzia.	Ebook formatuko liburu bat jada irakurri arren, gustatu zait esperientzia.	2
g7	dialectal	gipuzkoa	prem105	Lehenego aldiz liburu bat irakurriet ebooken ta gustau zait esperientzia.	Ez nuen espero ebook-ean irakurriko nuen lehen liburua hain esperientzia polita izatea.	1
g3	berridazketa	gipuzkoa	prem106	Masterizazioa egiten Andy Hippy Baldwin egon da berriz, Londreseko Metropolis estudioan.	Andy Hippy Baldwin-ek masterizazio lan guztia Londreseko Metropolis estudioan egin du.	1
g3	berridazketa	gipuzkoa	prem106	Masterizazioa egiten Andy Hippy Baldwin egon da berriz, Londreseko Metropolis estudioan.	Londreseko Metropolis estudioko Andy Hippy Baldwin-ek berriro lagundu du masterizazio lanean.	0
g3	berridazketa	gipuzkoa	prem106	Masterizazioa egiten Andy Hippy Baldwin egon da berriz, Londreseko Metropolis estudioan.	Masterizazio lanean lehenbizikoz aritu da Andy Hippy Baldwin, Londreseko Metropolis estudioan.	2
s4	dialectal	gipuzkoa	prem107	2018ko abenduan 4an sozietatean izena eta xedea aldatu zittun, bere jarduera-eremua Ibar Ezkerrera eta Txorierrira zabaltzeko asmuakin.	2018ko urte bukaeran aldatu ziren sozietatearen izena eta xedea, bere ekintzak Ibar Ezkerrean eta Txorierrian ere eskaintzeko xedearekin.	0
g8	toka	gipuzkoa	prem107	2018ko abenduaren 4an sozietatiaren izena eta xedia aldatu zituen, bere jarduera-eremua Ibar Ezkerrera eta Txorierrira zabaltzeko asmuakin.	2018ko urte bukaeran aldatu ziren sozietatearen izena eta xedea, bere ekintzak Ibar Ezkerrean eta Txorierrian ere eskaintzeko xedearekin.	0
s4	dialectal	gipuzkoa	prem107	2018ko abenduan 4an sozietatean izena eta xedea aldatu zittun, bere jarduera-eremua Ibar Ezkerrera eta Txorierrira zabaltzeko asmuakin.	2018ko abenduaren 4an sozietatearen izena eta xedea aldatu zituen, bere jarduera-eremua Bilboko eremu guztietara hedatzeko asmoarekin. 	2
g8	toka	gipuzkoa	prem107	2018ko abenduaren 4an sozietatiaren izena eta xedia aldatu zituen, bere jarduera-eremua Ibar Ezkerrera eta Txorierrira zabaltzeko asmuakin.	2018ko abenduaren 4an sozietatearen izena eta xedea aldatu zituen, bere jarduera-eremua Bilboko eremu guztietara hedatzeko asmoarekin. 	2
g8	toka	gipuzkoa	prem107	2018ko abenduaren 4an sozietatiaren izena eta xedia aldatu zituen, bere jarduera-eremua Ibar Ezkerrera eta Txorierrira zabaltzeko asmuakin.	2018ko urtean sozietatearen izena eta xedea aldatzeaz gain, jarduera mota ere aldatu zuen.	1
s4	dialectal	gipuzkoa	prem107	2018ko abenduan 4an sozietatean izena eta xedea aldatu zittun, bere jarduera-eremua Ibar Ezkerrera eta Txorierrira zabaltzeko asmuakin.	2018ko urtean sozietatearen izena eta xedea aldatzeaz gain, jarduera mota ere aldatu zuen.	1
g6	dialectal	gipuzkoa	prem108	Sari banaketa hau euskaratik indako itzulpengintza balioan jartzeko da.	Sari banaketa honen xedea euskaratik egiten den itzulpenen balioa goraipatzea da.	0
g6	dialectal	gipuzkoa	prem108	Sari banaketa hau euskaratik indako itzulpengintza balioan jartzeko da.	Sari banaketa honek euskarara egindako itzulpengintza balioan jartzea du helburu.	2
g6	dialectal	gipuzkoa	prem108	Sari banaketa hau euskaratik indako itzulpengintza balioan jartzeko da.	Sari banaketa honen helburu bakarra euskaratik egindako itzulpengintza balioan jartzea da.	1
g5	dialectal	gipuzkoa	prem109	Aspaldi sartu giñan istillu hontan ta ya ez tu atzea bueltaik.	Aspalditik dugu istilu hau eta ezin dugu atzera egin.	0
g5	dialectal	gipuzkoa	prem109	Aspaldi sartu giñan istillu hontan ta ya ez tu atzea bueltaik.	Aspaldi hasi ginen borrokatzen eta ez dugu irabazteko modurik.	1
g5	dialectal	gipuzkoa	prem109	Aspaldi sartu giñan istillu hontan ta ya ez tu atzea bueltaik.	Orain dela gutxi sartu ginen borroka honetan eta ez du atzera bueltarik.	2
g2	dialectal	bizkaia	prem110	Eskubidik irabazteko lege baten bat apurtu bir de beti	Eskubide gehiago erdietsi nahi izanez gero, debekatuta dagoen zerbait egin behar da beti.	0
g2	dialectal	bizkaia	prem110	Eskubidik irabazteko lege baten bat apurtu bir de beti	Eskubide gehiago beti lortzen dira legeak errespetatzen badira.	2
g2	dialectal	bizkaia	prem110	Eskubidik irabazteko lege baten bat apurtu bir de beti	Zenbat eta lege gehiago hautsi, orduan eta eskubide gehiago irabazi.	1
g2	dialectal	bizkaia	prem111	Gidarixak datu interesgarrixak emotzu eta oso entretenigarrixe ixan da	Gidariak eskainitako datuen interesa eskasekoa izan arren, esperientzia entretenigarria izan da.	2
g2	dialectal	bizkaia	prem111	Gidarixak datu interesgarrixak emotzu eta oso entretenigarrixe ixan da	Gidaria entretenitu da beretzat interesgarria izan diren datuak emanez.	1
g2	dialectal	bizkaia	prem111	Gidarixak datu interesgarrixak emotzu eta oso entretenigarrixe ixan da	Gidariak eskaini dituen datu interesgarriek esperientzia entretenigarri bihurtu dute.	0
g6	dialectal	gipuzkoa	prem112	Aspaldiko ametsa zan Praga ezagutzia.	Praga ezagutzen du aspalditik.	2
g6	dialectal	gipuzkoa	prem112	Aspaldiko ametsa zan Praga ezagutzia.	Praga ezagutu duela amestu du.	1
g6	dialectal	gipuzkoa	prem112	Aspaldiko ametsa zan Praga ezagutzia.	Praga ezagutzeko gogo handia izan du denbora luzez.	0
g4	dialectal	nafarroa	prem113	Euskararen mundun gaudenok ongi dakigu zein nekagarrie den gure interesen defentsa.	Euskararen munduan gabiltzanok gure interesak defendatzeaz nekatuta gaude.	1
g4	dialectal	nafarroa	prem113	Euskararen mundun gaudenok ongi dakigu zein nekagarrie den gure interesen defentsa.	Euskararen munduan gabiltzanok ongi pasatzen dugu gure interesak defendatuz.	2
g4	dialectal	nafarroa	prem113	Euskararen mundun gaudenok ongi dakigu zein nekagarrie den gure interesen defentsa.	Euskararen munduan gabiltzanok badakigu gure interesak defentatzeak nola nekatzen duen.	0
g4	dialectal	nafarroa	prem114	Amazonek dronekin repartoa itteko patentea sartu du	Amazonek patenteak sartzeko dronak banatu ditu.	1
g4	dialectal	nafarroa	prem114	Amazonek dronekin repartoa itteko patentea sartu du	Paketeak dronekin banatzeko patentea bidali du Amazonek.	0
g4	dialectal	nafarroa	prem114	Amazonek dronekin repartoa itteko patentea sartu du	Amazon dronekin banaketak egiteko patentea noiz sartu zain dago.	2
g4	dialectal	nafarroa	prem115	Santutxuar dexente hurbildu die Gaztetxe ondoa itxieran aurka protestatzeko	Santutxuar ugari hurbildu da gaztetxea ixteko eskatzera.	2
g4	dialectal	nafarroa	prem115	Santutxuar dexente hurbildu die Gaztetxe ondoa itxieran aurka protestatzeko	Santutxuar ugarik inguratu dute gaztetxea itxieraren aurka protestatzeko.	1
g4	dialectal	nafarroa	prem115	Santutxuar dexente hurbildu die Gaztetxe ondoa itxieran aurka protestatzeko	Santutxun bizi den jende asko etorri da gaztetxea irekita mantentzeko eskatzera.	0
g3	berridazketa	gipuzkoa	prem116	Musika oso garrantzitsua izan da nire bizitzan.	Musikak nire bizitzan duen oraingo garrantzia berria da.	2
g3	berridazketa	gipuzkoa	prem116	Musika oso garrantzitsua izan da nire bizitzan.	Musika oso garrantzitsua omen da bizitzan.	1
g3	berridazketa	gipuzkoa	prem116	Musika oso garrantzitsua izan da nire bizitzan.	Musikaren garrantzia sumatu dut bizitzan zehar.	0
g5	dialectal	gipuzkoa	prem117	Indarra bea natuala da, beaz bee erabillerak ezin du ona eo txarra izan balio absolutu bat bezela.	Indarraren erabilera ona edo txarra den jakiteko, balio absolutuak ezin naturalagoak dira.	2
g5	dialectal	gipuzkoa	prem117	Indarra bea natuala da, beaz bee erabillerak ezin du ona eo txarra izan balio absolutu bat bezela.	Indarra naturala denez, bere erabilera ona edo txarra den esateko modu absoluturik ez dago.	0
g5	dialectal	gipuzkoa	prem117	Indarra bea natuala da, beaz bee erabillerak ezin du ona eo txarra izan balio absolutu bat bezela.	Indarra erabiltzeaz baliatu dena ona edo txarra den esatea ezin dugu normalizatu.	1
s1	dialectal	bizkaia	prem118	Momento zehatzatan jendien erantzune da konpromisue argi ikusten da.	Une zehatzetan jendeak erantzuten du arazoei.	0
s2	noka	gipuzkoa	prem118	Momentu zehatzetan jenden erantzune ta konpromisue argita azaltzen.	Une zehatzetan jendeak erantzuten du arazoei.	0
s2	toka	gipuzkoa	prem118	Momentu zehatzetan jenden erantzune ta konpromisue argita azaltzek.	Une zehatzetan jendeak erantzuten du arazoei.	0
s3	dialectal	bizkaia	prem118	Momentu zehatzetan jentin erantzune ta konpromisu garbi ikusten da.	Une zehatzetan jendeak erantzuten du arazoei.	0
s2	noka	gipuzkoa	prem118	Momentu zehatzetan jenden erantzune ta konpromisue argita azaltzen.	Jendea beti dago prest edozer egiteko.	1
s1	dialectal	bizkaia	prem118	Momento zehatzatan jendien erantzune da konpromisue argi ikusten da.	Jendea beti dago prest edozer egiteko.	1
s3	dialectal	bizkaia	prem118	Momentu zehatzetan jentin erantzune ta konpromisu garbi ikusten da.	Jendea beti dago prest edozer egiteko.	1
s1	dialectal	bizkaia	prem118	Momento zehatzatan jendien erantzune da konpromisue argi ikusten da.	Une zehatzetan jendea beldurtzen da	2
s2	noka	gipuzkoa	prem118	Momentu zehatzetan jenden erantzune ta konpromisue argita azaltzen.	Une zehatzetan jendea beldurtzen da	2
s3	dialectal	bizkaia	prem118	Momentu zehatzetan jentin erantzune ta konpromisu garbi ikusten da.	Une zehatzetan jendea beldurtzen da	2
s2	toka	gipuzkoa	prem118	Momentu zehatzetan jenden erantzune ta konpromisue argita azaltzek.	Jendea beti dago prest edozer egiteko.	1
s2	toka	gipuzkoa	prem118	Momentu zehatzetan jenden erantzune ta konpromisue argita azaltzek.	Une zehatzetan jendea beldurtzen da	2
g7	dialectal	gipuzkoa	prem119	Gazteok Eraikitzen dinamikan barrun proposatu dian 18 proiektui ekarpenak itea izango da biyarko egunan helburua.	Biharko ekarpena hurrengo astera mugituko da.	2
g7	dialectal	gipuzkoa	prem119	Gazteok Eraikitzen dinamikan barrun proposatu dian 18 proiektui ekarpenak itea izango da biyarko egunan helburua.	Gazteok Eraikitzen 2018ko martxoan sortu zen.	1
g7	dialectal	gipuzkoa	prem119	Gazteok Eraikitzen dinamikan barrun proposatu dian 18 proiektui ekarpenak itea izango da biyarko egunan helburua.	Proiektuen artean gaztetxe berri bat eraikitzea dago.	0
s4	dialectal	gipuzkoa	prem120	Nik bestian hizkuntza ikasten baut, baña bestiak ezpadu neria errespetatzen, bere hizkuntza hitz egittea ezta irekitze keñu bat, mendekotasun ta sumisio keñua baizik	Beste hizkuntzak ikastea ona da pertsonentzat.	1
g8	toka	gipuzkoa	prem120	Nik bestian hizkuntza ikasten badiat, baina bestiak ez badik neria errespetatzen, bere hizkuntza hitz egitia ez dek irekitze keinu bat, mendekotasun eta sumisio keinua baizik	Beste hizkuntzak ikastea ona da pertsonentzat.	1
s4	dialectal	gipuzkoa	prem120	Nik bestian hizkuntza ikasten baut, baña bestiak ezpadu neria errespetatzen, bere hizkuntza hitz egittea ezta irekitze keñu bat, mendekotasun ta sumisio keñua baizik	Beste hizkuntzak errespetatzea beharrezkoa da.	2
g8	toka	gipuzkoa	prem120	Nik bestian hizkuntza ikasten badiat, baina bestiak ez badik neria errespetatzen, bere hizkuntza hitz egitia ez dek irekitze keinu bat, mendekotasun eta sumisio keinua baizik	Beste hizkuntzak errespetatzea beharrezkoa da.	2
s4	dialectal	gipuzkoa	prem120	Nik bestian hizkuntza ikasten baut, baña bestiak ezpadu neria errespetatzen, bere hizkuntza hitz egittea ezta irekitze keñu bat, mendekotasun ta sumisio keñua baizik	Beste pertsona nire hizkuntza ez badu errespetatzen gauza bat argi dago, beren gurasoek ez zuten ondo zaindu bere semeak.	0
g8	toka	gipuzkoa	prem120	Nik bestian hizkuntza ikasten badiat, baina bestiak ez badik neria errespetatzen, bere hizkuntza hitz egitia ez dek irekitze keinu bat, mendekotasun eta sumisio keinua baizik	Beste pertsona nire hizkuntza ez badu errespetatzen gauza bat argi dago, beren gurasoek ez zuten ondo zaindu bere semeak.	0
g3	berridazketa	gipuzkoa	prem121	Ze leku polita dan hau, itsasoa eta mendia batera	Mendiak eta itsasoak zaborrez beteta dauda.	2
g3	berridazketa	gipuzkoa	prem121	Ze leku polita dan hau, itsasoa eta mendia batera	Mundua leku ederrez beteta dago.	1
g3	berridazketa	gipuzkoa	prem121	Ze leku polita dan hau, itsasoa eta mendia batera	Mendia eta itsasoa topatzen diren tokian edertasuna aurkitu dezakezu.	0
g5	dialectal	gipuzkoa	prem122	Norbee elkarte, enpresa eo erakundean dinamikai astindu at emateko tresnak proposatze ia bertan.	Dinamika aldatzea jendearen adimena irekitzen du.	1
g5	dialectal	gipuzkoa	prem122	Norbee elkarte, enpresa eo erakundean dinamikai astindu at emateko tresnak proposatze ia bertan.	Dinamika aldatzea arazo asko ekarri dezake, adibidez deserosotasuna.	2
g5	dialectal	gipuzkoa	prem122	Norbee elkarte, enpresa eo erakundean dinamikai astindu at emateko tresnak proposatze ia bertan.	Dinamika aldatzeko modu hoberena bestearen larruan sartzea da.	0
s3	dialectal	bizkaia	prem123	Lucia gixon bateaz da ezkondute.	Gizon bat Luciarekin ezkonduta dago.	0
s3	dialectal	bizkaia	prem123	Lucia gixon bateaz da ezkondute.	Lucia dibortziatua da.	2
s3	dialectal	bizkaia	prem123	Lucia gixon bateaz da ezkondute.	Gizonezkoak eta emakumeak maiz ezkontzen dira.	1
s2	noka	gipuzkoa	prem124	Etzeon Euskal Herrin antzerkie Lete bezainbeste ikuspuntutatik praktikau diñanik.	500 urtez egin dira antzezlanak.	1
s2	toka	gipuzkoa	prem124	Etzeok Euskal Herrian antzerkie Lete bezainbeste ikuspuntutatik praktikau dikenik.	Letek ez du hainbeste ikuspuntutatik lan egin.	2
s2	toka	gipuzkoa	prem124	Etzeok Euskal Herrian antzerkie Lete bezainbeste ikuspuntutatik praktikau dikenik.	500 urtez egin dira antzezlanak.	1
s2	dialectal	gipuzkoa	prem124	Eztao Euskal Herrin antzerkie Lete bezainbeste ikuspuntutatik praktikau dunik.	Letek ez du hainbeste ikuspuntutatik lan egin.	2
s2	noka	gipuzkoa	prem124	Etzeon Euskal Herrin antzerkie Lete bezainbeste ikuspuntutatik praktikau diñanik.	Letek ez du hainbeste ikuspuntutatik lan egin.	2
s2	dialectal	gipuzkoa	prem124	Eztao Euskal Herrin antzerkie Lete bezainbeste ikuspuntutatik praktikau dunik.	500 urtez egin dira antzezlanak.	1
s2	toka	gipuzkoa	prem124	Etzeok Euskal Herrian antzerkie Lete bezainbeste ikuspuntutatik praktikau dikenik.	Lete sari asko irabazi zuen bere antzerki antzezlanagatik.	0
s2	noka	gipuzkoa	prem124	Etzeon Euskal Herrin antzerkie Lete bezainbeste ikuspuntutatik praktikau diñanik.	Lete sari asko irabazi zuen bere antzerki antzezlanagatik.	0
s2	dialectal	gipuzkoa	prem124	Eztao Euskal Herrin antzerkie Lete bezainbeste ikuspuntutatik praktikau dunik.	Lete sari asko irabazi zuen bere antzerki antzezlanagatik.	0
g7	dialectal	gipuzkoa	prem125	Lengo urten erabaki nun 40. urtea ikearri ondo eta sarri ospatu ber nula.	Urteurrenak garrantzitsuak dira.	1
g7	dialectal	gipuzkoa	prem125	Lengo urten erabaki nun 40. urtea ikearri ondo eta sarri ospatu ber nula.	Nire 40 urteurrenean munduko festa izan nuen.	0
g7	dialectal	gipuzkoa	prem125	Lengo urten erabaki nun 40. urtea ikearri ondo eta sarri ospatu ber nula.	Nire 40 urteurrena ahaztu nuen.	2
g1	dialectal	bizkaia	prem126	Alderdi politiko guztietako ordezkariak dauzan Administrazio Kontseiluak zuzentzen dau soziedadea eta Batzar Nagusia Udalbatzarra bera da.	Alderdi politikoen artean PP, PNV, PSO, eta Sumar daude.	0
g8	toka	gipuzkoa	prem126	Alderdi politiko guztiyetako ordezkariyak zezkaken Administazio Kontseiluak zuzentzen dik sozietatia eta Batzar Nagusiya Udalbatzarra bea dek.	Udalbatzarra ez da politikariena, funtzionarioena eta herritarrena baizik.	2
g1	dialectal	bizkaia	prem126	Alderdi politiko guztietako ordezkariak dauzan Administrazio Kontseiluak zuzentzen dau soziedadea eta Batzar Nagusia Udalbatzarra bera da.	Udalbatzarra ez da politikariena, funtzionarioena eta herritarrena baizik.	2
g1	dialectal	bizkaia	prem126	Alderdi politiko guztietako ordezkariak dauzan Administrazio Kontseiluak zuzentzen dau soziedadea eta Batzar Nagusia Udalbatzarra bera da.	Udalbatzarra Eusko Jaurlaritzarekin batera egiten du lan.	1
g8	toka	gipuzkoa	prem126	Alderdi politiko guztiyetako ordezkariyak zezkaken Administazio Kontseiluak zuzentzen dik sozietatia eta Batzar Nagusiya Udalbatzarra bea dek.	Udalbatzarra Eusko Jaurlaritzarekin batera egiten du lan.	1
g8	toka	gipuzkoa	prem126	Alderdi politiko guztiyetako ordezkariyak zezkaken Administazio Kontseiluak zuzentzen dik sozietatia eta Batzar Nagusiya Udalbatzarra bea dek.	Alderdi politikoen artean PP, PNV, PSO, eta Sumar daude.	0
g6	dialectal	gipuzkoa	prem127	Hasieratik helburua jarri zuten: gure umeak bi hizkuntzatan berdin hitzegitea.	Ez dute seme-alabarik nahi.	2
g6	dialectal	gipuzkoa	prem127	Hasieratik helburua jarri zuten: gure umeak bi hizkuntzatan berdin hitzegitea.	Denon seme-alabak elebidun izan beharko zuten.	1
g6	dialectal	gipuzkoa	prem127	Hasieratik helburua jarri zuten: gure umeak bi hizkuntzatan berdin hitzegitea.	Gure helburua da seme-alabak izatea.	0
g7	dialectal	gipuzkoa	prem128	2016ko maiatzan 1en, ADES espeologia elkartiak kobazulotako pintura inportatek aurkitu zituzten Lekeitioko Armintxe konazulon.	Labar-artea bisoi baten ehizari buruzkoa zen.	0
g7	dialectal	gipuzkoa	prem128	2016ko maiatzan 1en, ADES espeologia elkartiak kobazulotako pintura inportatek aurkitu zituzten Lekeitioko Armintxe konazulon.	Labar-artea graffiti bat izan zen.	2
g7	dialectal	gipuzkoa	prem128	2016ko maiatzan 1en, ADES espeologia elkartiak kobazulotako pintura inportatek aurkitu zituzten Lekeitioko Armintxe konazulon.	Labar-artea zaharrena K.a. 600. urtekoa da.	1
g2	dialectal	bizkaia	prem129	Eta ogi gozu erosi dou mormoin baserrixan	Mormoiek egin duten ogia oso goxoa da.	0
g2	dialectal	bizkaia	prem129	Eta ogi gozu erosi dou mormoin baserrixan	Mormoiei erosi diegun ogia gogorra eta zapore gabekoa da	2
g2	dialectal	bizkaia	prem129	Eta ogi gozu erosi dou mormoin baserrixan	Ogiak ona dago bat edo bi egunetarako.	1
g6	dialectal	gipuzkoa	prem130	Tortura salatu zenuten arren etzen berria zabaldu.	3 urtez egon ziren torturatzen gizajo hori.	0
g6	dialectal	gipuzkoa	prem130	Tortura salatu zenuten arren etzen berria zabaldu.	Norbait torturatzea munduko gauza txarrena da.	1
g6	dialectal	gipuzkoa	prem130	Tortura salatu zenuten arren etzen berria zabaldu.	Tortura egin zutela mundua ezustean hartu zuen.	2
g2	dialectal	bizkaia	prem131	Umori oso aldakorra ra, asko fluktuaten dau	Beti pozik dago.	2
g2	dialectal	bizkaia	prem131	Umori oso aldakorra ra, asko fluktuaten dau	Betidanik dakigu bere umorea aldakorra dela.	0
g2	dialectal	bizkaia	prem131	Umori oso aldakorra ra, asko fluktuaten dau	Pertsona baten umorea ez da beti berdina.	1
s4	dialectal	gipuzkoa	prem132	Donostira garraio publikoan joan baitzaitezke, edo inguruko auzoren batin aparkatu, edo pagatu beharreko parking batin.	Garraio publiko bat hartzen baduzue hartu autobusa, ez pentsa trena hartzean ere.	0
s4	dialectal	gipuzkoa	prem132	Donostira garraio publikoan joan baitzaitezke, edo inguruko auzoren batin aparkatu, edo pagatu beharreko parking batin.	Ez joan Donostiara dena oso gareztia da.	2
s4	dialectal	gipuzkoa	prem132	Donostira garraio publikoan joan baitzaitezke, edo inguruko auzoren batin aparkatu, edo pagatu beharreko parking batin.	Bilbotik Donostiara autobuses garraioa ordu bat eta erdi da gutxi gora behera.	1
g4	dialectal	nafarroa	prem133	Atsaldeko seitan hasiko da dokumentala Uztaldi gaztetxean.	Uztaldi gaztetxeari telebista apurtu zaio.	2
g4	dialectal	nafarroa	prem133	Atsaldeko seitan hasiko da dokumentala Uztaldi gaztetxean.	Uztaldi gaztetxea gazteez beteta dago.	1
g4	dialectal	nafarroa	prem133	Atsaldeko seitan hasiko da dokumentala Uztaldi gaztetxean.	Uztaldi gaztetxea arratsaldeetan irekita dago.	0
s4	dialectal	gipuzkoa	prem134	Monogamia fidelak promesten ttun bukaira zoriontsuk eztira uste bezin ohikuk.	Monogamia maitagarrien ipuinetan bezala beti amaiera zoriontsua dakar.	2
g8	toka	gipuzkoa	prem134	Monogamia fidelak promesten ditun amaiera zoriontsuak ez dituk uste bezain ohikuak.	Amaiera zoriontsua izateko lan egin behar duzu.	0
g8	toka	gipuzkoa	prem134	Monogamia fidelak promesten ditun amaiera zoriontsuak ez dituk uste bezain ohikuak.	Monogamia maitagarrien ipuinetan bezala beti amaiera zoriontsua dakar.	2
s4	dialectal	gipuzkoa	prem134	Monogamia fidelak promesten ttun bukaira zoriontsuk eztira uste bezin ohikuk.	Monogamia eta poligamia kontrakoak dira.	1
g8	toka	gipuzkoa	prem134	Monogamia fidelak promesten ditun amaiera zoriontsuak ez dituk uste bezain ohikuak.	Monogamia eta poligamia kontrakoak dira.	1
s4	dialectal	gipuzkoa	prem134	Monogamia fidelak promesten ttun bukaira zoriontsuk eztira uste bezin ohikuk.	Amaiera zoriontsua izateko lan egin behar duzu.	0
g2	dialectal	bizkaia	prem135	Injarraz inposatutako realidade batei aurre etxeko injarra bir de, hasteko	Errealitate bati aurre egiteko lehenik prest egon behar zara.	1
g2	dialectal	bizkaia	prem135	Injarraz inposatutako realidade batei aurre etxeko injarra bir de, hasteko	Indarra bakarrik ez da nahikoa, iraunkortasuna ere behar da.	0
g2	dialectal	bizkaia	prem135	Injarraz inposatutako realidade batei aurre etxeko injarra bir de, hasteko	Indarrez inposatutako errealitate baten aurka lehen urratsa komunikazioa da.	2
g4	dialectal	nafarroa	prem136	Astialdiko Begirale eta Zuzendari ikastaroakin batea, Eusko Jaurlaritzak luzatutako Titulazio Ofizialen arten dao.	Ikastaroak modu hoberenak dira gauza berriak ikasteko.	1
g4	dialectal	nafarroa	prem136	Astialdiko Begirale eta Zuzendari ikastaroakin batea, Eusko Jaurlaritzak luzatutako Titulazio Ofizialen arten dao.	Astialdiko Begirale 150 orduko ikastaroa da eta modu estentsiboan zein intentsiboan egin daiteke.	0
g4	dialectal	nafarroa	prem136	Astialdiko Begirale eta Zuzendari ikastaroakin batea, Eusko Jaurlaritzak luzatutako Titulazio Ofizialen arten dao.	Astialdiko Begirale ikastaroa gobernu zentrala luzatutako Titulazio Ofizialen artean dago.	2
s2	toka	gipuzkoa	prem137	ON Bizkaia Sarik jarduera ekonomokoa ta lanpostuk sortzeko empresak indako ekarpena goraipatzen die.	Sortzen diren behin-behineko lanpostuak dira eta horregatik ez genuke premio bat eman behar.	2
s2	toka	gipuzkoa	prem137	ON Bizkaia Sarik jarduera ekonomokoa ta lanpostuk sortzeko empresak indako ekarpena goraipatzen die.	Gaur egungo lanak gero eta aurreratuagoak dira orain dela 1000 urterekin alderatuta.	1
s2	noka	gipuzkoa	prem137	ON Bizkaia Sarik jarduera ekonomikoa ta lanpostuk sortzeko empresak indako ekarpena goraipatzen diñe.	Gaur egungo lanak gero eta aurreratuagoak dira orain dela 1000 urterekin alderatuta.	1
s2	dialectal	gipuzkoa	prem137	ON Bizkaia Sarik jarduera ekonomikoa ta lanpostuk sortzeko empresak indako ekarpena goraipatzeute.	Gaur egungo lanak gero eta aurreratuagoak dira orain dela 1000 urterekin alderatuta.	1
s2	toka	gipuzkoa	prem137	ON Bizkaia Sarik jarduera ekonomokoa ta lanpostuk sortzeko empresak indako ekarpena goraipatzen die.	Urte honetan 1.300.000 lanpostu berriak sortu dira.	0
s2	dialectal	gipuzkoa	prem137	ON Bizkaia Sarik jarduera ekonomikoa ta lanpostuk sortzeko empresak indako ekarpena goraipatzeute.	Urte honetan 1.300.000 lanpostu berriak sortu dira.	0
s2	dialectal	gipuzkoa	prem137	ON Bizkaia Sarik jarduera ekonomikoa ta lanpostuk sortzeko empresak indako ekarpena goraipatzeute.	Sortzen diren behin-behineko lanpostuak dira eta horregatik ez genuke premio bat eman behar.	2
s2	noka	gipuzkoa	prem137	ON Bizkaia Sarik jarduera ekonomikoa ta lanpostuk sortzeko empresak indako ekarpena goraipatzen diñe.	Sortzen diren behin-behineko lanpostuak dira eta horregatik ez genuke premio bat eman behar.	2
s2	noka	gipuzkoa	prem137	ON Bizkaia Sarik jarduera ekonomikoa ta lanpostuk sortzeko empresak indako ekarpena goraipatzen diñe.	Urte honetan 1.300.000 lanpostu berriak sortu dira.	0
g1	dialectal	bizkaia	prem138	Ze ona izan zan gora iristea!!	Gora iritsi genuenean bistak ederrak ziren.	0
g8	toka	gipuzkoa	prem138	Plazer handiya izan uan gora iristia.	Ez genuen gora iritsi Mikelek hanka apurtu zuelako.	2
g1	dialectal	bizkaia	prem138	Ze ona izan zan gora iristea!!	Ez genuen gora iritsi Mikelek hanka apurtu zuelako.	2
g1	dialectal	bizkaia	prem138	Ze ona izan zan gora iristea!!	Helburuak betetzea izugarria da	1
g8	toka	gipuzkoa	prem138	Plazer handiya izan uan gora iristia.	Helburuak betetzea izugarria da	1
g8	toka	gipuzkoa	prem138	Plazer handiya izan uan gora iristia.	Gora iritsi genuenean bistak ederrak ziren.	0
g7	dialectal	gipuzkoa	prem139	Ikastaro espezifikoak antolatuko dia urtian zehar gauza desberdinei buruz hitzeiteko: lekuak, psikomotrizitatia...	Ikastaroak alferrikakoak dira, jendea ez duelako ezer ikasten ez badute lan egiten.	2
g7	dialectal	gipuzkoa	prem139	Ikastaro espezifikoak antolatuko dia urtian zehar gauza desberdinei buruz hitzeiteko: lekuak, psikomotrizitatia...	Ikastaroen helburua beti da jendeari gauza berriak irkatea.	1
g7	dialectal	gipuzkoa	prem139	Ikastaro espezifikoak antolatuko dia urtian zehar gauza desberdinei buruz hitzeiteko: lekuak, psikomotrizitatia...	Ikastaroen artean arte moderno abstraktua hoberena da, Mikel dagoeneko izena eman du.	0
s2	dialectal	gipuzkoa	prem140	Asko pentxau du gue artearen egoeran ingurun.	Ez zaigu axola ematen gure artea.	2
s2	toka	gipuzkoa	prem140	Asko pentxatu dik gue artearen egoeran ingurun.	Ez zaigu axola ematen gure artea.	2
